num.,Location,(degree),(ka),(m),type,num.
1,Tahiti,-17.45,210.45,7.21,-0.5,5.1
2,Tahiti,-17.45,210.45,7.67,-4.1,5.1
3,Tahiti,-17.45,210.45,7.78,-5.6,5.1
4,Tahiti,-17.45,210.45,8.58,-18.8,5.1
5,Tahiti,-17.45,210.45,8.79,-14.5,5.1
6,Tahiti,-17.45,210.45,9.33,-22.8,5.1
7,Tahiti,-17.45,210.45,9.6,-25.1,5.1
8,Tahiti,-17.45,210.45,9.88,-27.8,5.2
9,Tahiti,-17.45,210.45,9.98,-30.1,5.2
10,Tahiti,-17.45,210.45,10.18,-36.5,5.2
11,Tahiti,-17.45,210.45,10.29,-34.4,5.2
12,Tahiti,-17.45,210.45,10.31,-34.5,5.2
13,Tahiti,-17.45,210.45,10.64,-42.3,5.2
14,Tahiti,-17.45,210.45,11.09,-43.3,5.2
15,Tahiti,-17.45,210.45,11.35,-51.3,5.2
16,Tahiti,-17.45,210.45,11.56,-57.3,5.2
17,Tahiti,-17.45,210.45,12,-52.5,10.1
18,Tahiti,-17.45,210.45,12.77,-60.4,10.1
19,Tahiti,-17.45,210.45,12.78,-61,10.1
20,Tahiti,-17.45,210.45,12.94,-61.5,10.1
21,Tahiti,-17.45,210.45,12.95,-63.9,5.3
22,Tahiti,-17.45,210.45,12.98,-63,10.1
23,Tahiti,-17.45,210.45,13.14,-64.1,10.1
24,Tahiti,-17.45,210.45,13.6,-67.1,10.1
25,Tahiti,-17.45,210.45,13.84,-70,5.3
26,Tahiti,-17.45,210.45,14.3,-83.2,5.3
27,Tahiti,-17.45,210.45,14.35,-98.6,5.3
28,Tahiti,-17.45,210.45,14.52,-94.2,10.2
29,Tahiti,-17.45,210.45,14.64,-100.2,5.3
30,Tahiti,-17.45,210.45,14.99,-99.2,10.2
31,Tahiti,-17.45,210.45,15.15,-102.2,10.2
32,Tahiti,-17.45,210.45,15.18,-103.1,10.2
33,Tahiti,-17.45,210.45,15.51,-105.5,10.2
34,Tahiti,-17.45,210.45,16.02,-112,5.4
35,Kiritimati,1.98,202.52,0.09,-0.1,0.1
36,Kiritimati,1.98,202.52,0.09,-0.1,0.1
37,Kiritimati,1.98,202.52,0.119,-0.1,0.1
38,Kiritimati,1.98,202.52,0.184,-0.1,0.1
39,Kiritimati,1.98,202.52,0.591,0,0.1
40,Kiritimati,1.98,202.52,0.607,-0.1,0.1
41,Kiritimati,1.98,202.52,0.61,0,0.1
42,Kiritimati,1.98,202.52,0.614,0,0.1
43,Kiritimati,1.98,202.52,0.644,0,0.1
44,Kiritimati,1.98,202.52,0.675,0,0.1
45,Kiritimati,1.98,202.52,0.723,0,0.1
46,Kiritimati,1.98,202.52,0.749,-0.1,0.1
47,Kiritimati,1.98,202.52,1.059,0,0.1
48,Kiritimati,1.98,202.52,1.123,0.1,0.1
49,Kiritimati,1.98,202.52,1.28,-0.1,0.1
50,Kiritimati,1.98,202.52,1.408,-0.3,0.1
51,Kiritimati,1.98,202.52,1.432,0,0.1
52,Kiritimati,1.98,202.52,1.467,0.2,0.1
53,Kiritimati,1.98,202.52,1.477,0.1,0.1
54,Kiritimati,1.98,202.52,1.49,0,0.1
55,Kiritimati,1.98,202.52,1.496,0,0.1
56,Kiritimati,1.98,202.52,1.54,0.1,0.1
57,Kiritimati,1.98,202.52,1.565,0.1,0.1
58,Kiritimati,1.98,202.52,1.571,0.2,0.1
59,Kiritimati,1.98,202.52,1.583,0,0.1
60,Kiritimati,1.98,202.52,1.599,0,0.1
61,Kiritimati,1.98,202.52,1.599,0.1,0.1
62,Kiritimati,1.98,202.52,1.628,-0.2,0.1
63,Kiritimati,1.98,202.52,1.644,0,0.1
64,Kiritimati,1.98,202.52,1.668,0,0.1
65,Kiritimati,1.98,202.52,1.717,0.2,0.1
66,Kiritimati,1.98,202.52,1.727,0,0.1
67,Kiritimati,1.98,202.52,1.734,0.1,0.1
68,Kiritimati,1.98,202.52,1.74,0.1,0.1
69,Kiritimati,1.98,202.52,1.773,0,0.1
70,Kiritimati,1.98,202.52,1.775,-0.1,0.1
71,Kiritimati,1.98,202.52,1.778,-0.1,0.1
72,Kiritimati,1.98,202.52,1.815,0.2,0.1
73,Kiritimati,1.98,202.52,1.832,-0.2,0.1
74,Kiritimati,1.98,202.52,1.836,0,0.1
75,Kiritimati,1.98,202.52,1.841,-0.1,0.1
76,Kiritimati,1.98,202.52,1.856,0,0.1
77,Kiritimati,1.98,202.52,1.868,0,0.1
78,Kiritimati,1.98,202.52,1.88,0,0.1
79,Kiritimati,1.98,202.52,1.88,0.1,0.1
80,Kiritimati,1.98,202.52,1.896,0,0.1
81,Kiritimati,1.98,202.52,1.898,-0.1,0.1
82,Kiritimati,1.98,202.52,1.919,0,0.1
83,Kiritimati,1.98,202.52,1.923,0,0.1
84,Kiritimati,1.98,202.52,1.945,0.1,0.1
85,Kiritimati,1.98,202.52,1.951,-0.1,0.1
86,Kiritimati,1.98,202.52,2.004,0.1,0.1
87,Kiritimati,1.98,202.52,2.19,0,0.1
88,Kiritimati,1.98,202.52,2.223,0,0.1
89,Kiritimati,1.98,202.52,2.351,-0.1,0.1
90,Kiritimati,1.98,202.52,2.486,0,0.1
91,Kiritimati,1.98,202.52,2.507,0,0.1
92,Kiritimati,1.98,202.52,2.531,-0.1,0.1
93,Kiritimati,1.98,202.52,2.612,-0.1,0.1
94,Kiritimati,1.98,202.52,2.624,0.1,0.1
95,Kiritimati,1.98,202.52,2.734,-0.1,0.1
96,Kiritimati,1.98,202.52,2.749,-0.1,0.1
97,Kiritimati,1.98,202.52,2.749,0.1,0.1
98,Kiritimati,1.98,202.52,2.794,-0.1,0.1
99,Kiritimati,1.98,202.52,2.803,0.1,0.1
100,Kiritimati,1.98,202.52,2.81,-0.1,0.1
101,Kiritimati,1.98,202.52,2.813,-0.1,0.1
102,Kiritimati,1.98,202.52,2.825,0.1,0.1
103,Kiritimati,1.98,202.52,2.837,-0.1,0.1
104,Kiritimati,1.98,202.52,2.936,-0.2,0.1
105,Kiritimati,1.98,202.52,2.985,0,0.1
106,Kiritimati,1.98,202.52,3,-0.2,0.1
107,Kiritimati,1.98,202.52,3.204,-0.1,0.1
108,Kiritimati,1.98,202.52,3.22,0,0.1
109,Kiritimati,1.98,202.52,3.329,0,0.1
110,Kiritimati,1.98,202.52,3.55,0.2,0.1
111,Kiritimati,1.98,202.52,3.55,0,0.1
112,Kiritimati,1.98,202.52,3.582,-0.1,0.1
113,Kiritimati,1.98,202.52,3.632,0.1,0.1
114,Kiritimati,1.98,202.52,3.685,-0.1,0.1
115,Kiritimati,1.98,202.52,3.704,-0.1,0.1
116,Kiritimati,1.98,202.52,3.797,0.3,0.1
117,Kiritimati,1.98,202.52,3.816,-0.2,0.1
118,Kiritimati,1.98,202.52,3.865,0.1,0.1
119,Kiritimati,1.98,202.52,3.878,-0.1,0.1
120,Kiritimati,1.98,202.52,3.908,-0.2,0.1
121,Kiritimati,1.98,202.52,3.925,0.1,0.1
122,Kiritimati,1.98,202.52,3.932,0.1,0.1
123,Kiritimati,1.98,202.52,4.131,-0.2,0.1
124,Kiritimati,1.98,202.52,4.138,0.2,0.1
125,Kiritimati,1.98,202.52,4.175,-0.2,0.1
126,Kiritimati,1.98,202.52,4.21,-0.1,0.1
127,Kiritimati,1.98,202.52,4.217,-0.1,0.1
128,Kiritimati,1.98,202.52,4.243,-0.1,0.1
129,Kiritimati,1.98,202.52,4.277,0.1,0.1
130,Kiritimati,1.98,202.52,4.303,0,0.1
131,Kiritimati,1.98,202.52,4.389,-0.1,0.1
132,Kiritimati,1.98,202.52,4.426,-0.1,0.1
133,Kiritimati,1.98,202.52,4.467,-0.1,0.1
134,Kiritimati,1.98,202.52,4.614,0,0.1
135,Kiritimati,1.98,202.52,4.676,0,0.1
136,Kiritimati,1.98,202.52,4.682,-0.1,0.1
137,Kiritimati,1.98,202.52,4.703,0.1,0.1
138,Kiritimati,1.98,202.52,4.712,0,0.1
139,Kiritimati,1.98,202.52,4.776,0.2,0.1
140,Kiritimati,1.98,202.52,5.137,0.2,0.1
141,Kiritimati,1.98,202.52,5.16,0,0.1
142,Kiritimati,1.98,202.52,5.255,0,0.1
143,Christchurch,-43.5,172.67,0.639,-0.5,1
144,Christchurch,-43.5,172.67,4.232,-0.5,1
145,Christchurch,-43.5,172.67,6.636,0.9,2
146,Christchurch,-43.5,172.67,7.027,-0.2,2.1
147,Christchurch,-43.5,172.67,7.462,-5.3,2.5
148,Christchurch,-43.5,172.67,7.619,-5.3,3.1
149,Christchurch,-43.5,172.67,8.24,-9.3,2.8
150,Christchurch,-43.5,172.67,8.261,-11.3,2.8
151,Christchurch,-43.5,172.67,8.364,-8.8,2.2
152,Christchurch,-43.5,172.67,8.385,-9.6,2.8
153,Christchurch,-43.5,172.67,8.572,-15.4,2.3
154,Christchurch,-43.5,172.67,8.729,-14.9,2.3
155,Christchurch,-43.5,172.67,8.855,-18.2,2.4
156,Christchurch,-43.5,172.67,8.95,-12.5,2.2
157,Christchurch,-43.5,172.67,9.111,-15.5,2.2
158,Christchurch,-43.5,172.67,9.219,-26.2,2.2
159,Christchurch,-43.5,172.67,9.362,-23.2,2.9
160,Christchurch,-43.5,172.67,9.495,-25.6,2.2
161,Christchurch,-43.5,172.67,10.259,-24.2,2.5
162,Christchurch,-43.5,172.67,10.538,-24.9,2
163,Christchurch,-43.5,172.67,10.695,-28.3,2.3
164,Christchurch,-43.5,172.67,11.151,-31.6,4.7
165,South Neck Beach,-43.29,147.33,1.275,-0.5,0.5
166,South Neck Beach,-43.29,147.33,2,-0.6,0.5
167,South Neck Beach,-43.29,147.33,2.726,-0.9,0.5
168,South Neck Beach,-43.29,147.33,4.094,-1.2,0.5
169,South Neck Beach,-43.02,147.33,4.279,-0.9,0.5
170,South Neck Beach,-43.29,147.33,6.235,-1.6,0.5
171,Port Melbourne,-37.75,144.97,9.461,-22,5
172,Batemans Bay ,-35.7,150.18,2.39,1.8,0.3
173,Batemans Bay ,-35.7,150.18,2.506,1.8,0.3
174,Batemans Bay ,-35.7,150.18,2.54,1.3,0.3
175,Batemans Bay ,-35.7,150.18,2.84,1.8,0.3
176,Batemans Bay ,-35.7,150.18,2.852,1.8,0.3
177,Batemans Bay ,-35.7,150.18,3.61,1,0.3
178,Moruya,-35.93,150.1,6.822,0.5,5
179,Moruya,-35.93,150.1,8.919,-17,5
180,Moruya,-35.93,150.1,10.039,-31,5
181,Moruya,-35.93,150.1,11.37,-45,5
182,Sydney Shelf,-33.72,151.75,20.4,-125,5
183,Ceduna,-32.11,133.65,1.255,-0.2,0.4
184,Ceduna,-32.11,133.65,1.306,0.4,0.4
185,Ceduna,-32.11,133.65,3.004,0.4,0.4
186,Ceduna,-32.11,133.65,3.491,0.4,0.4
187,Ceduna,-32.11,133.65,3.606,0.4,0.4
188,Ceduna,-32.11,133.65,5.177,-0.2,0.4
189,Ceduna,-32.11,133.65,5.502,-0.3,0.4
190,Ceduna,-32.11,133.65,6.131,-0.6,0.4
191,Ceduna,-32.11,133.65,6.93,-0.6,0.4
192,Port Lincoln,-34.7,135.94,2.056,-0.1,0.4
193,Port Lincoln,-34.7,135.94,2.177,0.9,0.4
194,Port Lincoln,-34.7,135.94,2.424,0.9,0.4
195,Port Lincoln,-34.7,135.94,2.473,0.6,0.4
196,Port Lincoln,-34.7,135.94,2.624,0.4,0.4
197,Port Lincoln,-34.7,135.94,2.801,0.4,0.4
198,Port Lincoln,-34.7,135.94,2.928,0.1,0.4
199,Port Lincoln,-34.7,135.94,3.017,0.4,0.4
200,Port Lincoln,-34.7,135.94,3.081,1,0.4
201,Port Lincoln,-34.7,135.94,3.26,0.3,0.4
202,Port Lincoln,-34.7,135.94,3.452,1.4,0.4
203,Port Lincoln,-34.7,135.94,3.862,0.7,0.4
204,Port Lincoln,-34.7,135.94,4.015,-0.1,0.4
205,Port Lincoln,-34.7,135.94,4.092,0.4,0.4
206,Port Lincoln,-34.7,135.94,4.396,1.4,0.4
207,Port Lincoln,-34.7,135.94,4.584,0.8,0.4
208,Port Lincoln,-34.7,135.94,5.213,0.7,0.4
209,Port Lincoln,-34.7,135.94,5.442,0.4,0.4
210,Port Lincoln,-33.73,136.93,1.996,1.6,0.6
211,Port Lincoln,-33.73,136.93,3.491,1.4,1.4
212,Port Lincoln,-33.73,136.93,3.939,2.1,0.6
213,Port Lincoln,-33.73,136.93,4.659,0.9,0.6
214,Port Lincoln,-33.73,136.93,5.994,1.2,0.6
215,Port Lincoln,-33.73,136.93,6.481,0.5,0.6
216,Redcliff Belperio,-32.69,137.87,1.245,0.7,0.6
217,Redcliff Belperio,-32.69,137.87,1.336,0.7,0.6
218,Redcliff Belperio,-32.69,137.87,1.386,0.7,0.6
219,Redcliff Belperio,-32.69,137.87,1.537,0.9,0.8
220,Redcliff Belperio,-32.69,137.87,1.64,0.7,0.3
221,Redcliff Belperio,-32.69,137.87,1.672,-0.1,0.2
222,Redcliff Belperio,-32.69,137.87,2.202,-0.6,0.5
223,Redcliff Belperio,-32.69,137.87,2.226,0.7,0.3
224,Redcliff Belperio,-32.69,137.87,2.699,1.2,0.4
225,Redcliff Belperio,-32.69,137.87,2.788,1.2,0.8
226,Redcliff Belperio,-32.69,137.87,3.503,0.6,0.3
227,Redcliff Belperio,-32.69,137.87,4.015,0.6,0.3
228,Redcliff Belperio,-32.69,137.87,5.936,2.5,0.7
229,Redcliff Belperio,-32.69,137.87,5.959,2.2,0.3
230,Redcliff Belperio,-32.69,137.87,6.525,2.3,0.5
231,Redcliff Belperio,-32.69,137.87,8.447,-4.2,0.8
232,Port Prie,-33.16,138.01,0.43,0,0.7
233,Port Prie,-33.16,138.01,0.484,-0.4,0.3
234,Port Prie,-33.16,138.01,0.923,-0.6,0.2
235,Port Prie,-33.16,138.01,1.066,0.9,0.2
236,Port Prie,-33.16,138.01,1.075,0.3,0.2
237,Port Prie,-33.16,138.01,1.215,1.2,1.4
238,Port Prie,-33.16,138.01,1.512,-0.6,0.3
239,Port Prie,-33.16,138.01,1.608,1.5,0.2
240,Port Prie,-33.16,138.01,1.704,1.2,0.2
241,Port Prie,-33.16,138.01,1.821,1.9,0.2
242,Port Prie,-33.16,138.01,2.08,0.9,0.2
243,Port Prie,-33.16,138.01,2.208,1.2,0.2
244,Port Prie,-33.16,138.01,2.318,1.1,0.2
245,Port Prie,-33.16,138.01,2.349,1.1,0.2
246,Port Prie,-33.16,138.01,2.731,0.8,0.2
247,Port Prie,-33.16,138.01,3.061,1.2,0.2
248,Port Prie,-33.16,138.01,3.273,-0.1,0.2
249,Port Prie,-33.16,138.01,3.548,1.1,0.2
250,Port Prie,-33.16,138.01,3.638,1.6,0.2
251,Port Prie,-33.16,138.01,3.913,1.4,0.2
252,Port Prie,-33.16,138.01,4.27,1.4,0.2
253,Port Prie,-33.16,138.01,4.377,1.4,0.2
254,Port Prie,-33.16,138.01,4.478,0.9,0.2
255,Port Prie,-33.16,138.01,4.572,1.3,0.2
256,Port Prie,-33.16,138.01,5.37,2.6,0.2
257,Port Prie,-33.16,138.01,5.472,2.3,0.2
258,Port Prie,-33.16,138.01,6.177,1.6,0.2
259,Port Prie,-33.16,138.01,6.43,1.1,0.2
260,Port Prie,-33.16,138.01,6.641,2.1,0.2
261,Port Prie,-33.16,138.01,6.984,2.1,0.2
262,Port Prie,-33.16,138.01,7.561,-0.4,0.3
263,Port Wakefield,-34.13,138.09,1.135,-0.4,0.5
264,Port Wakefield,-34.13,138.09,1.185,1.2,0.5
265,Port Wakefield,-34.13,138.09,1.972,-0.4,0.5
266,Port Wakefield,-34.13,138.09,2.449,0.7,0.5
267,Port Wakefield,-34.13,138.09,2.966,0.7,0.5
268,Port Wakefield,-34.13,138.09,3.145,0,0.5
269,Port Wakefield,-34.13,138.09,3.414,1.1,0.5
270,Port Wakefield,-34.13,138.09,3.606,1.3,0.5
271,Port Wakefield,-34.13,138.09,3.709,1.7,0.5
272,Port Wakefield,-34.13,138.09,3.862,0.1,0.5
273,Port Wakefield,-34.13,138.09,7.951,-3.1,0.5
274,Port Gawler,-34.64,138.46,0.825,1.1,0.5
275,Port Gawler,-34.64,138.46,2.288,-0.2,0.5
276,Port Gawler,-34.64,138.46,4.796,0.6,0.5
277,Port Gawler,-34.64,138.46,7.091,1.4,0.5
278,Port Gawler,-34.64,138.46,7.409,-1.2,0.2
279,Port Gawler,-34.64,138.46,7.556,0,0.5
280,Fisherman Bay,-33.43,137.88,1.456,0.3,0.3
281,Fisherman Bay,-33.43,137.88,1.772,1.1,0.4
282,Fisherman Bay,-33.43,137.88,2.008,1.3,0.4
283,Fisherman Bay,-33.43,137.88,2.104,1.3,0.4
284,Fisherman Bay,-33.43,137.88,2.473,1.5,0.5
285,Fisherman Bay,-33.43,137.88,3.004,0.9,0.5
286,Fisherman Bay,-33.43,137.88,3.273,0.9,0.6
287,Fisherman Bay,-33.43,137.88,3.465,1.6,0.6
288,Fisherman Bay,-33.43,137.88,4.054,1.4,0.7
289,Fisherman Bay,-33.43,137.88,4.219,3.8,0.7
290,Fisherman Bay,-33.43,137.88,4.497,3.1,0.8
291,Fisherman Bay,-33.43,137.88,4.821,3.8,0.8
292,Mambray Creek,-32.85,137.91,0.743,0.9,0.2
293,Mambray Creek,-32.85,137.91,1.056,0.2,0.3
294,Mambray Creek,-32.85,137.91,1.155,0.4,0.3
295,Mambray Creek,-32.85,137.91,1.821,0.6,0.4
296,Mambray Creek,-32.85,137.91,1.96,0.9,0.4
297,Red Cliff Burne,-32.7,137.8,1.772,0.3,0.4
298,Red Cliff Burne,-32.7,137.8,2.436,0.6,0.5
299,Red Cliff Burne,-32.7,137.8,4.345,1.8,0.8
300,Red Cliff Burne,-32.7,137.8,4.672,0.3,0.8
301,Red Cliff Burne,-32.7,137.8,4.957,0.5,0.9
302,Red Cliff Burne,-32.7,137.8,5.104,0.9,0.9
303,Wood Point,-33.33,137.86,0.369,0.4,0.2
304,Wood Point,-33.33,137.86,1.215,1.1,0.3
305,Wood Point,-33.33,137.86,1.588,1,0.3
306,Wood Point,-33.33,137.86,1.872,1.2,0.4
307,Wood Point,-33.33,137.86,2.263,1.4,0.4
308,Wood Point,-33.33,137.86,2.712,2.5,0.5
309,Wood Point,-33.33,137.86,3.952,1.3,0.7
310,Wood Point,-33.33,137.86,4.534,1.6,0.8
311,Wood Point,-33.33,137.86,5.561,2.5,0.9
312,Abrolhos,-28.68,113.83,1.058,0.5,2.1
313,Abrolhos,-28.68,113.83,2.335,0.7,2.1
314,Abrolhos,-28.68,113.83,3.226,0.7,2.1
315,Abrolhos,-28.68,113.83,3.831,0.8,2.1
316,Abrolhos,-28.68,113.83,3.867,1,2.1
